class_of_price,host_response_rate,host_is_superhost,is_center,neighbourhood_cleansed,number_of_reviews,review_scores_rating,long_term_stays_allowed,washer,dishes_and_silverware,kitchen,cooking_basics,hair_dryer,tv,hangers,essentials,hot_water,bed_linens,heating,iron,dedicated_workspace,shampoo,wifi,air_conditioning,elevator,microwave,stove,coffee_maker,dishwasher,oven,refrigerator
medium,always_responds,False,True,navigli,lot_of_reviews,good_rating,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True
medium,always_responds,False,True,xxii_marzo,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,always_responds,False,False,s_cristoforo,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,True
affordable,always_responds,False,False,s_cristoforo,no_reviews,good_rating,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,True,False,True,False,False,False,True,False
medium,usually_responds,False,True,buenos_aires,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
medium,usually_responds,True,False,citta_studi,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False
affordable,always_responds,False,True,garibaldi_repubblica,some_reviews,low_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False
medium,usually_responds,False,False,umbria,some_reviews,low_rating,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,isola,few_reviews,low_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,sarpi,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
affordable,always_responds,True,True,loreto,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
medium,always_responds,False,True,loreto,few_reviews,top_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,usually_responds,False,False,greco,lot_of_reviews,low_rating,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True
medium,always_responds,False,True,buenos_aires,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
medium,always_responds,False,True,navigli,no_reviews,good_rating,True,True,False,True,False,False,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False
medium,usually_responds,False,True,buenos_aires,some_reviews,low_rating,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,centrale,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True
medium,always_responds,True,True,xxii_marzo,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
medium,never_responds,False,False,lodi,no_reviews,good_rating,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
economy,always_responds,False,False,lodi,lot_of_reviews,nice_rating,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True
medium,always_responds,False,True,sarpi,no_reviews,good_rating,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True
affordable,always_responds,False,False,lodi,some_reviews,top_rating,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True
medium,usually_responds,False,False,de_angeli_rosa,some_reviews,top_rating,True,False,False,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False
medium,always_responds,False,True,porta_romana,some_reviews,nice_rating,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False
medium,always_responds,True,True,ticinese,lot_of_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True
medium,always_responds,False,True,guastalla,no_reviews,good_rating,True,True,False,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False
medium,always_responds,True,True,duomo,lot_of_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,False,True,navigli,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True
medium,usually_responds,False,True,xxii_marzo,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,False,False,corsica,some_reviews,top_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True
affordable,usually_responds,False,False,villapizzone,some_reviews,low_rating,False,True,True,False,False,True,False,True,True,True,True,True,False,True,False,True,False,False,True,False,True,False,False,True
medium,always_responds,False,True,ticinese,some_reviews,nice_rating,True,True,True,False,True,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,True,False,True,True
expensive,always_responds,False,True,navigli,some_reviews,top_rating,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False
expensive,always_responds,False,True,isola,no_reviews,good_rating,True,True,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
expensive,always_responds,False,True,brera,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
expensive,always_responds,False,True,brera,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
medium,always_responds,True,False,dergano,lot_of_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True
medium,usually_responds,False,False,magenta_vittore,some_reviews,low_rating,False,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,True,True,True
economy,usually_responds,False,False,bande_nere,lot_of_reviews,low_rating,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True
medium,always_responds,False,True,ticinese,few_reviews,top_rating,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
affordable,usually_responds,False,True,centrale,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True
medium,always_responds,False,True,loreto,lot_of_reviews,low_rating,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,True
medium,always_responds,False,True,loreto,lot_of_reviews,nice_rating,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
affordable,always_responds,False,False,parco_forlanini,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True
affordable,always_responds,True,False,gratosoglio,lot_of_reviews,nice_rating,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True
medium,always_responds,False,True,guastalla,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,False,False,True
medium,always_responds,False,True,brera,lot_of_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
medium,always_responds,True,True,centrale,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True
medium,usually_responds,False,True,centrale,lot_of_reviews,low_rating,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,True
medium,always_responds,False,True,centrale,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True
medium,always_responds,False,True,brera,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True
medium,always_responds,False,True,brera,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,True,True
medium,always_responds,True,True,loreto,some_reviews,good_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
affordable,always_responds,False,False,villapizzone,lot_of_reviews,nice_rating,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True
